Country,Year,Begin,End,Outcome,Region
Sudan,1966,1965,1966,Failed liberalization,Sub-Saharan Africa
Sudan,1986,1986,1987,Failed liberalization,Sub-Saharan Africa
Sudan,1987,1986,1987,Failed liberalization,Sub-Saharan Africa
Sudan,1997,1997,2018,Censored,Sub-Saharan Africa
Sudan,1998,1997,2018,Censored,Sub-Saharan Africa
Sudan,1999,1997,2018,Censored,Sub-Saharan Africa
Sudan,2000,1997,2018,Censored,Sub-Saharan Africa
Sudan,2001,1997,2018,Censored,Sub-Saharan Africa
Sudan,2002,1997,2018,Censored,Sub-Saharan Africa
Sudan,2003,1997,2018,Censored,Sub-Saharan Africa
Sudan,2004,1997,2018,Censored,Sub-Saharan Africa
Sudan,2005,1997,2018,Censored,Sub-Saharan Africa
Sudan,2006,1997,2018,Censored,Sub-Saharan Africa
Sudan,2007,1997,2018,Censored,Sub-Saharan Africa
Sudan,2008,1997,2018,Censored,Sub-Saharan Africa
Sudan,2009,1997,2018,Censored,Sub-Saharan Africa
Sudan,2010,1997,2018,Censored,Sub-Saharan Africa
Sudan,2011,1997,2018,Censored,Sub-Saharan Africa
Sudan,2012,1997,2018,Censored,Sub-Saharan Africa
Sudan,2013,1997,2018,Censored,Sub-Saharan Africa
Sudan,2014,1997,2018,Censored,Sub-Saharan Africa
Sudan,2015,1997,2018,Censored,Sub-Saharan Africa
Sudan,2016,1997,2018,Censored,Sub-Saharan Africa
Sudan,2017,1997,2018,Censored,Sub-Saharan Africa
Sudan,2018,1997,2018,Censored,Sub-Saharan Africa
Suriname,1946,1946,1951,Success,Latin America and Caribbean
Suriname,1947,1946,1951,Success,Latin America and Caribbean
Suriname,1948,1946,1951,Success,Latin America and Caribbean
Suriname,1949,1946,1951,Success,Latin America and Caribbean
Suriname,1950,1946,1951,Success,Latin America and Caribbean
Suriname,1951,1946,1951,Success,Latin America and Caribbean
Suriname,1985,1985,1991,Success,Latin America and Caribbean
Suriname,1986,1985,1991,Success,Latin America and Caribbean
Suriname,1987,1985,1991,Success,Latin America and Caribbean
Suriname,1988,1985,1991,Success,Latin America and Caribbean
Suriname,1989,1985,1991,Success,Latin America and Caribbean
Suriname,1990,1985,1991,Success,Latin America and Caribbean
Suriname,1991,1985,1991,Success,Latin America and Caribbean
Sweden,1909,1909,1924,Success,Europe and Central Asia
Sweden,1910,1909,1924,Success,Europe and Central Asia
Sweden,1911,1909,1924,Success,Europe and Central Asia
Sweden,1912,1909,1924,Success,Europe and Central Asia
Sweden,1913,1909,1924,Success,Europe and Central Asia
Sweden,1914,1909,1924,Success,Europe and Central Asia
Sweden,1915,1909,1924,Success,Europe and Central Asia
Sweden,1916,1909,1924,Success,Europe and Central Asia
Sweden,1917,1909,1924,Success,Europe and Central Asia
Sweden,1918,1909,1924,Success,Europe and Central Asia
Sweden,1919,1909,1924,Success,Europe and Central Asia
Sweden,1920,1909,1924,Success,Europe and Central Asia
Sweden,1921,1909,1924,Success,Europe and Central Asia
Sweden,1922,1909,1924,Success,Europe and Central Asia
Sweden,1923,1909,1924,Success,Europe and Central Asia
Sweden,1924,1909,1924,Success,Europe and Central Asia
Syria,1946,1946,1948,Failed liberalization,Middle East and North Africa
Syria,1947,1946,1948,Failed liberalization,Middle East and North Africa
Syria,1948,1946,1948,Failed liberalization,Middle East and North Africa
Syria,1953,1953,1955,Failed liberalization,Middle East and North Africa
Syria,1954,1953,1955,Failed liberalization,Middle East and North Africa
Syria,1955,1953,1955,Failed liberalization,Middle East and North Africa
Syria,1962,1962,1962,Stabilized electoral autocracy,Middle East and North Africa
Taiwan,1970,1970,1996,Success,East Asia and Pacific
Taiwan,1971,1970,1996,Success,East Asia and Pacific
Taiwan,1972,1970,1996,Success,East Asia and Pacific
Taiwan,1973,1970,1996,Success,East Asia and Pacific
Taiwan,1974,1970,1996,Success,East Asia and Pacific
Taiwan,1975,1970,1996,Success,East Asia and Pacific
Taiwan,1976,1970,1996,Success,East Asia and Pacific
Taiwan,1977,1970,1996,Success,East Asia and Pacific
Taiwan,1978,1970,1996,Success,East Asia and Pacific
Taiwan,1979,1970,1996,Success,East Asia and Pacific
Taiwan,1980,1970,1996,Success,East Asia and Pacific
Taiwan,1981,1970,1996,Success,East Asia and Pacific
Taiwan,1982,1970,1996,Success,East Asia and Pacific
Taiwan,1983,1970,1996,Success,East Asia and Pacific
Taiwan,1984,1970,1996,Success,East Asia and Pacific
Taiwan,1985,1970,1996,Success,East Asia and Pacific
Taiwan,1986,1970,1996,Success,East Asia and Pacific
Taiwan,1987,1970,1996,Success,East Asia and Pacific
Taiwan,1988,1970,1996,Success,East Asia and Pacific
Taiwan,1989,1970,1996,Success,East Asia and Pacific
Taiwan,1990,1970,1996,Success,East Asia and Pacific
Taiwan,1991,1970,1996,Success,East Asia and Pacific
Taiwan,1992,1970,1996,Success,East Asia and Pacific
Taiwan,1993,1970,1996,Success,East Asia and Pacific
Taiwan,1994,1970,1996,Success,East Asia and Pacific
Taiwan,1995,1970,1996,Success,East Asia and Pacific
Taiwan,1996,1970,1996,Success,East Asia and Pacific
Tanzania,1958,1958,1964,Failed liberalization,Sub-Saharan Africa
Tanzania,1959,1958,1964,Failed liberalization,Sub-Saharan Africa
Tanzania,1960,1958,1964,Failed liberalization,Sub-Saharan Africa
Tanzania,1961,1958,1964,Failed liberalization,Sub-Saharan Africa
Tanzania,1962,1958,1964,Failed liberalization,Sub-Saharan Africa
Tanzania,1963,1958,1964,Failed liberalization,Sub-Saharan Africa
Tanzania,1964,1958,1964,Failed liberalization,Sub-Saharan Africa
Tanzania,1987,1987,1995,Success,Sub-Saharan Africa
Tanzania,1988,1987,1995,Success,Sub-Saharan Africa
Tanzania,1989,1987,1995,Success,Sub-Saharan Africa
Tanzania,1990,1987,1995,Success,Sub-Saharan Africa
Tanzania,1991,1987,1995,Success,Sub-Saharan Africa
Tanzania,1992,1987,1995,Success,Sub-Saharan Africa
Tanzania,1993,1987,1995,Success,Sub-Saharan Africa
Tanzania,1994,1987,1995,Success,Sub-Saharan Africa
Tanzania,1995,1987,1995,Success,Sub-Saharan Africa
Tanzania,2005,2005,2010,Success,Sub-Saharan Africa
Tanzania,2006,2005,2010,Success,Sub-Saharan Africa
Tanzania,2007,2005,2010,Success,Sub-Saharan Africa
Tanzania,2008,2005,2010,Success,Sub-Saharan Africa
Tanzania,2009,2005,2010,Success,Sub-Saharan Africa
Tanzania,2010,2005,2010,Success,Sub-Saharan Africa
Thailand,1933,1933,1938,Failed liberalization,East Asia and Pacific
Thailand,1934,1933,1938,Failed liberalization,East Asia and Pacific
Thailand,1935,1933,1938,Failed liberalization,East Asia and Pacific
Thailand,1936,1933,1938,Failed liberalization,East Asia and Pacific
Thailand,1937,1933,1938,Failed liberalization,East Asia and Pacific
Thailand,1938,1933,1938,Failed liberalization,East Asia and Pacific
Thailand,1974,1974,1975,Failed liberalization,East Asia and Pacific
Thailand,1975,1974,1975,Failed liberalization,East Asia and Pacific
Thailand,1979,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1980,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1981,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1982,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1983,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1984,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1985,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1986,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1987,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1988,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1989,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1990,1979,1990,Failed liberalization,East Asia and Pacific
Thailand,1992,1992,1995,Failed liberalization,East Asia and Pacific
Thailand,1993,1992,1995,Failed liberalization,East Asia and Pacific
Thailand,1994,1992,1995,Failed liberalization,East Asia and Pacific
Thailand,1995,1992,1995,Failed liberalization,East Asia and Pacific
Thailand,1997,1997,1998,Preempted transition,East Asia and Pacific
Thailand,1998,1997,1998,Preempted transition,East Asia and Pacific
Thailand,2008,2008,2008,Failed liberalization,East Asia and Pacific
Thailand,2011,2011,2012,Preempted transition,East Asia and Pacific
Thailand,2012,2011,2012,Preempted transition,East Asia and Pacific
The Gambia,1960,1960,1962,Failed liberalization,Sub-Saharan Africa
The Gambia,1961,1960,1962,Failed liberalization,Sub-Saharan Africa
The Gambia,1962,1960,1962,Failed liberalization,Sub-Saharan Africa
The Gambia,1966,1966,1972,Success,Sub-Saharan Africa
The Gambia,1967,1966,1972,Success,Sub-Saharan Africa
The Gambia,1968,1966,1972,Success,Sub-Saharan Africa
The Gambia,1969,1966,1972,Success,Sub-Saharan Africa
The Gambia,1970,1966,1972,Success,Sub-Saharan Africa
The Gambia,1971,1966,1972,Success,Sub-Saharan Africa
The Gambia,1972,1966,1972,Success,Sub-Saharan Africa
The Gambia,1996,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,1997,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,1998,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,1999,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2000,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2001,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2002,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2003,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2004,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2005,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2006,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2007,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2008,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2009,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2010,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2011,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2012,1996,2012,Failed liberalization,Sub-Saharan Africa
The Gambia,2015,2015,2018,Censored,Sub-Saharan Africa
The Gambia,2016,2015,2018,Censored,Sub-Saharan Africa
The Gambia,2017,2015,2018,Censored,Sub-Saharan Africa
The Gambia,2018,2015,2018,Censored,Sub-Saharan Africa
Timor-Leste,1998,1998,2007,Success,East Asia and Pacific
Timor-Leste,1999,1998,2007,Success,East Asia and Pacific
Timor-Leste,2000,1998,2007,Success,East Asia and Pacific
Timor-Leste,2001,1998,2007,Success,East Asia and Pacific
Timor-Leste,2002,1998,2007,Success,East Asia and Pacific
Timor-Leste,2003,1998,2007,Success,East Asia and Pacific
Timor-Leste,2004,1998,2007,Success,East Asia and Pacific
Timor-Leste,2005,1998,2007,Success,East Asia and Pacific
Timor-Leste,2006,1998,2007,Success,East Asia and Pacific
Timor-Leste,2007,1998,2007,Success,East Asia and Pacific
Togo,1944,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1945,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1946,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1947,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1948,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1949,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1950,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1951,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1952,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1953,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1954,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1955,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1956,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1957,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1958,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1959,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1960,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1961,1944,1961,Failed liberalization,Sub-Saharan Africa
Togo,1991,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,1992,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,1993,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,1994,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,1995,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,1996,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,1997,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,1998,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,1999,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,2000,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,2001,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,2002,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,2003,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,2004,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,2005,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,2006,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,2007,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,2008,1991,2008,Preempted transition,Sub-Saharan Africa
Togo,2013,2013,2015,Success,Sub-Saharan Africa
Togo,2014,2013,2015,Success,Sub-Saharan Africa
Togo,2015,2013,2015,Success,Sub-Saharan Africa
Trinidad and Tobago,1938,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1939,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1940,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1941,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1942,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1943,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1944,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1945,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1946,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1947,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1948,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1949,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1950,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1951,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1952,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1953,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1954,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1955,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1956,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1957,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1958,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1959,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1960,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1961,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1962,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1963,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1964,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1965,1938,1966,Success,Latin America and Caribbean
Trinidad and Tobago,1966,1938,1966,Success,Latin America and Caribbean
Tunisia,1956,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1957,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1958,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1959,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1960,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1961,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1962,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1963,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1964,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1965,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1966,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,1967,1956,1967,Failed liberalization,Middle East and North Africa
Tunisia,2005,2005,2014,Success,Middle East and North Africa
Tunisia,2006,2005,2014,Success,Middle East and North Africa
Tunisia,2007,2005,2014,Success,Middle East and North Africa
Tunisia,2008,2005,2014,Success,Middle East and North Africa
Tunisia,2009,2005,2014,Success,Middle East and North Africa
Tunisia,2010,2005,2014,Success,Middle East and North Africa
Tunisia,2011,2005,2014,Success,Middle East and North Africa
Tunisia,2012,2005,2014,Success,Middle East and North Africa
Tunisia,2013,2005,2014,Success,Middle East and North Africa
Tunisia,2014,2005,2014,Success,Middle East and North Africa
Turkey,1946,1946,1954,Failed liberalization,Europe and Central Asia
Turkey,1947,1946,1954,Failed liberalization,Europe and Central Asia
Turkey,1948,1946,1954,Failed liberalization,Europe and Central Asia
Turkey,1949,1946,1954,Failed liberalization,Europe and Central Asia
Turkey,1950,1946,1954,Failed liberalization,Europe and Central Asia
Turkey,1951,1946,1954,Failed liberalization,Europe and Central Asia
Turkey,1952,1946,1954,Failed liberalization,Europe and Central Asia
Turkey,1953,1946,1954,Failed liberalization,Europe and Central Asia
Turkey,1954,1946,1954,Failed liberalization,Europe and Central Asia
Turkey,1962,1962,1969,Success,Europe and Central Asia
Turkey,1963,1962,1969,Success,Europe and Central Asia
Turkey,1964,1962,1969,Success,Europe and Central Asia
Turkey,1965,1962,1969,Success,Europe and Central Asia
Turkey,1966,1962,1969,Success,Europe and Central Asia
Turkey,1967,1962,1969,Success,Europe and Central Asia
Turkey,1968,1962,1969,Success,Europe and Central Asia
Turkey,1969,1962,1969,Success,Europe and Central Asia
Turkey,1983,1983,1991,Success,Europe and Central Asia
Turkey,1984,1983,1991,Success,Europe and Central Asia
Turkey,1985,1983,1991,Success,Europe and Central Asia
Turkey,1986,1983,1991,Success,Europe and Central Asia
Turkey,1987,1983,1991,Success,Europe and Central Asia
Turkey,1988,1983,1991,Success,Europe and Central Asia
Turkey,1989,1983,1991,Success,Europe and Central Asia
Turkey,1990,1983,1991,Success,Europe and Central Asia
Turkey,1991,1983,1991,Success,Europe and Central Asia
Uganda,1951,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1952,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1953,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1954,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1955,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1956,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1957,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1958,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1959,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1960,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1961,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1962,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1963,1951,1963,Failed liberalization,Sub-Saharan Africa
Uganda,1981,1981,1981,Stabilized electoral autocracy,Sub-Saharan Africa
Ukraine,1992,1992,1994,Success,Europe and Central Asia
Ukraine,1993,1992,1994,Success,Europe and Central Asia
Ukraine,1994,1992,1994,Success,Europe and Central Asia
Ukraine,2003,2003,2006,Success,Europe and Central Asia
Ukraine,2004,2003,2006,Success,Europe and Central Asia
Ukraine,2005,2003,2006,Success,Europe and Central Asia
Ukraine,2006,2003,2006,Success,Europe and Central Asia
United Kingdom,1916,1916,1922,Success,Europe and Central Asia
United Kingdom,1917,1916,1922,Success,Europe and Central Asia
United Kingdom,1918,1916,1922,Success,Europe and Central Asia
United Kingdom,1919,1916,1922,Success,Europe and Central Asia
United Kingdom,1920,1916,1922,Success,Europe and Central Asia
United Kingdom,1921,1916,1922,Success,Europe and Central Asia
United Kingdom,1922,1916,1922,Success,Europe and Central Asia
United States of America,1920,1920,1922,Success,North America
United States of America,1921,1920,1922,Success,North America
United States of America,1922,1920,1922,Success,North America
Uruguay,1911,1911,1920,Success,Latin America and Caribbean
Uruguay,1912,1911,1920,Success,Latin America and Caribbean
Uruguay,1913,1911,1920,Success,Latin America and Caribbean
Uruguay,1914,1911,1920,Success,Latin America and Caribbean
Uruguay,1915,1911,1920,Success,Latin America and Caribbean
Uruguay,1916,1911,1920,Success,Latin America and Caribbean
Uruguay,1917,1911,1920,Success,Latin America and Caribbean
Uruguay,1918,1911,1920,Success,Latin America and Caribbean
Uruguay,1919,1911,1920,Success,Latin America and Caribbean
Uruguay,1920,1911,1920,Success,Latin America and Caribbean
Uruguay,1922,1922,1925,Success,Latin America and Caribbean
Uruguay,1923,1922,1925,Success,Latin America and Caribbean
Uruguay,1924,1922,1925,Success,Latin America and Caribbean
Uruguay,1925,1922,1925,Success,Latin America and Caribbean
Uruguay,1936,1936,1942,Success,Latin America and Caribbean
Uruguay,1937,1936,1942,Success,Latin America and Caribbean
Uruguay,1938,1936,1942,Success,Latin America and Caribbean
Uruguay,1939,1936,1942,Success,Latin America and Caribbean
Uruguay,1940,1936,1942,Success,Latin America and Caribbean
Uruguay,1941,1936,1942,Success,Latin America and Caribbean
Uruguay,1942,1936,1942,Success,Latin America and Caribbean
Uruguay,1980,1980,1989,Success,Latin America and Caribbean
Uruguay,1981,1980,1989,Success,Latin America and Caribbean
Uruguay,1982,1980,1989,Success,Latin America and Caribbean
Uruguay,1983,1980,1989,Success,Latin America and Caribbean
Uruguay,1984,1980,1989,Success,Latin America and Caribbean
Uruguay,1985,1980,1989,Success,Latin America and Caribbean
Uruguay,1986,1980,1989,Success,Latin America and Caribbean
Uruguay,1987,1980,1989,Success,Latin America and Caribbean
Uruguay,1988,1980,1989,Success,Latin America and Caribbean
Uruguay,1989,1980,1989,Success,Latin America and Caribbean
Vanuatu,1970,1970,1983,Success,East Asia and Pacific
Vanuatu,1971,1970,1983,Success,East Asia and Pacific
Vanuatu,1972,1970,1983,Success,East Asia and Pacific
Vanuatu,1973,1970,1983,Success,East Asia and Pacific
Vanuatu,1974,1970,1983,Success,East Asia and Pacific
Vanuatu,1975,1970,1983,Success,East Asia and Pacific
Vanuatu,1976,1970,1983,Success,East Asia and Pacific
Vanuatu,1977,1970,1983,Success,East Asia and Pacific
Vanuatu,1978,1970,1983,Success,East Asia and Pacific
Vanuatu,1979,1970,1983,Success,East Asia and Pacific
Vanuatu,1980,1970,1983,Success,East Asia and Pacific
Vanuatu,1981,1970,1983,Success,East Asia and Pacific
Vanuatu,1982,1970,1983,Success,East Asia and Pacific
Vanuatu,1983,1970,1983,Success,East Asia and Pacific
Venezuela,1936,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1937,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1938,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1939,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1940,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1941,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1942,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1943,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1944,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1945,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1946,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1947,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1948,1936,1948,Failed liberalization,Latin America and Caribbean
Venezuela,1958,1958,1960,Stabilized electoral autocracy,Latin America and Caribbean
Venezuela,1959,1958,1960,Stabilized electoral autocracy,Latin America and Caribbean
Venezuela,1960,1958,1960,Stabilized electoral autocracy,Latin America and Caribbean
Vietnam,1946,1946,1947,Stabilized electoral autocracy,East Asia and Pacific
Vietnam,1947,1946,1947,Stabilized electoral autocracy,East Asia and Pacific
Yemen,1988,1988,1993,Stabilized electoral autocracy,Middle East and North Africa
Yemen,1989,1988,1993,Stabilized electoral autocracy,Middle East and North Africa
Yemen,1990,1988,1993,Stabilized electoral autocracy,Middle East and North Africa
Yemen,1991,1988,1993,Stabilized electoral autocracy,Middle East and North Africa
Yemen,1992,1988,1993,Stabilized electoral autocracy,Middle East and North Africa
Yemen,1993,1988,1993,Stabilized electoral autocracy,Middle East and North Africa
Zambia,1964,1964,1965,Failed liberalization,Sub-Saharan Africa
Zambia,1965,1964,1965,Failed liberalization,Sub-Saharan Africa
Zambia,1990,1990,1996,Success,Sub-Saharan Africa
Zambia,1991,1990,1996,Success,Sub-Saharan Africa
Zambia,1992,1990,1996,Success,Sub-Saharan Africa
Zambia,1993,1990,1996,Success,Sub-Saharan Africa
Zambia,1994,1990,1996,Success,Sub-Saharan Africa
Zambia,1995,1990,1996,Success,Sub-Saharan Africa
Zambia,1996,1990,1996,Success,Sub-Saharan Africa
Zanzibar,1980,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1981,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1982,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1983,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1984,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1985,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1986,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1987,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1988,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1989,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1990,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1991,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1992,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1993,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1994,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1995,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1996,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1997,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1998,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,1999,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,2000,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,2001,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,2002,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,2003,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,2004,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,2005,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,2006,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,2007,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,2008,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zanzibar,2009,1980,2009,Stabilized electoral autocracy,Sub-Saharan Africa
Zimbabwe,1979,1979,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Zimbabwe,1980,1979,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Zimbabwe,1981,1979,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Zimbabwe,1982,1979,1997,Stabilized electoral autocracy,Sub-Saharan Africa
Zimbabwe,1983,1979,1997,Stabilized electoral autocracy,Sub-Saharan Africa
